year,ekey,akey,medal
1992,9,81844,
1992,622,81844,
1996,545,81844,
1996,83,81844,
1996,234,81844,
1996,194,81844,
2000,354,81844,
2000,545,81844,
2000,83,81844,S
2000,622,81844,S
2004,354,81844,
2004,545,81844,
2004,83,81844,
2004,622,81844,
2008,354,81844,
2008,545,81844,
2008,622,81844,
1972,404,81847,
1972,466,81848,
1976,513,81848,
1948,361,81849,
1920,439,81852,G
1992,162,81853,
1964,180,81854,
1968,366,81855,B
1972,366,81855,
1972,217,81857,
1936,533,81858,
1996,563,81859,
1996,263,81859,
1980,389,81860,
1984,389,81860,
1992,389,81861,
1996,389,81861,G
2000,389,81861,
1932,123,81862,
1964,420,81863,
1980,292,81864,
1980,211,81864,
1948,587,81865,
1936,234,81866,
1976,501,81867,B
1980,309,81868,
1996,94,81871,
1996,564,81872,
2000,564,81872,
1936,23,81873,G
1912,177,81874,
1912,39,81874,
1912,90,81874,
1984,420,81875,
1964,24,81876,
1964,619,81876,
1964,117,81876,
1964,373,81876,
1964,164,81876,
1964,337,81876,
1964,270,81876,
1964,446,81876,
2000,137,81877,
1976,587,81878,
1980,582,81879,
2000,513,81880,
2000,509,81880,
2004,513,81880,
2004,509,81880,
2012,602,81881,
1996,366,81882,G
1996,358,81882,
2000,366,81882,
1968,422,81883,
1976,404,81884,
1980,404,81884,
1972,416,81885,
1952,368,81886,
1952,475,81886,G
1984,38,81887,
1924,314,81888,
1928,496,81888,
1920,381,81889,
1920,38,81889,B
1948,282,81890,
1976,512,81891,
1976,148,81891,
1948,173,81892,
1952,173,81892,S
1972,344,81894,
1996,420,81895,
1900,420,81896,B
1936,344,81897,
1932,418,81898,
1900,150,81899,
1900,471,81899,S
1900,623,81899,
1900,326,81899,B
1900,571,81899,
1900,169,81899,
1900,289,81899,
1900,502,81899,
1908,313,81899,
1908,231,81899,
1908,215,81899,
1992,333,81900,
1976,368,81901,
2008,39,81902,
2008,90,81902,S
2012,39,81902,
2012,90,81902,
1900,381,81903,
1948,582,81904,
2004,420,81905,
1992,582,81906,
1996,582,81906,
2000,582,81906,
2004,393,81907,
2012,393,81907,
2016,393,81907,
1920,326,81908,
1920,196,81908,
1920,48,81908,
1920,131,81908,
1920,265,81908,
1920,598,81908,
1920,530,81908,
1984,212,81909,
2016,254,81910,
1988,358,81911,
1992,513,81911,
2008,574,81912,
2008,552,81912,
1988,578,81913,
2008,240,81914,
2008,28,81914,B
1992,513,81915,
1992,298,81916,
1992,348,81916,
1992,344,81917,
1996,344,81917,
2000,344,81917,
2004,344,81917,
2008,535,81918,
2012,333,81918,
2016,161,81918,
1952,300,81919,
1952,111,81919,
1956,300,81919,
1956,111,81919,
2000,242,81920,B
2004,242,81920,S
2008,242,81920,G
2000,331,81921,
2004,331,81921,
2008,331,81921,
1948,51,81922,
1996,618,81923,
1984,257,81924,
1984,172,81924,
1952,90,81925,B
1956,90,81925,
1996,66,81926,
1964,291,81927,S
1960,102,81928,S
1964,291,81928,S
1980,110,81929,
1980,401,81929,
2008,461,81930,
2008,210,81930,
2008,146,81930,
2008,431,81930,
2008,147,81930,
1932,572,81931,
2000,427,81932,
1912,420,81936,
1964,400,81937,
1964,309,81938,B
1964,399,81938,
1968,309,81938,G
1968,399,81938,G
1972,309,81938,G
1972,399,81938,
1976,309,81938,S
1928,210,81939,B
1912,513,81940,
1912,626,81940,G
2004,513,81941,
1900,24,81942,
1968,420,81943,
1988,618,81944,
1988,61,81944,
1968,32,81945,
1968,620,81945,
2016,461,81946,
2016,146,81946,
2016,551,81946,
2016,431,81946,
2016,147,81946,
1968,246,81947,
1972,246,81947,
1976,246,81947,
1980,246,81947,
2000,47,81948,
2004,47,81948,
1988,240,81949,
1988,604,81949,
1968,426,81950,
1968,359,81950,
2008,503,81951,
2012,503,81951,
1992,456,81952,
1996,456,81952,
1984,257,81953,
1988,257,81953,
1988,172,81953,
1992,257,81953,
1996,257,81953,
1996,172,81953,
1976,125,81954,
1964,240,81955,
1964,604,81955,
1968,240,81955,
1968,604,81955,
1988,309,81956,
1992,309,81956,
1992,109,81956,G
1996,309,81956,
1984,257,81957,
1984,172,81957,
1988,257,81957,
2000,605,81958,
1936,38,81959,
1936,39,81959,
1936,90,81959,
1980,285,81960,
1980,339,81960,
1984,581,81960,
1984,111,81960,
2008,402,81961,
1988,354,81962,
1988,545,81962,
1988,9,81962,
1988,608,81962,
2000,608,81962,
2004,608,81962,
2008,354,81962,
2004,461,81963,
2004,146,81963,
2004,431,81963,
2004,147,81963,
1992,491,81964,
1992,168,81965,
1968,621,81966,
1968,608,81966,
1968,489,81966,
1968,194,81966,
1968,335,81966,
1996,426,81967,
2000,504,81968,
1992,175,81969,
2000,242,81970,
1948,474,81971,
2004,461,81972,
2004,210,81972,
2004,146,81972,B
2004,551,81972,
2004,431,81972,
2004,147,81972,
1992,420,81973,
2008,172,81974,
1996,411,81975,
1992,229,81976,
1976,516,81977,
2004,257,81978,
2008,172,81978,
2012,172,81978,
2000,503,81979,
2004,503,81979,S
2008,503,81979,S
2012,503,81979,
1972,251,81980,
1996,344,81983,
1996,455,81984,
1996,271,81984,G
2000,271,81984,
2000,290,81985,
1924,496,81986,
1928,496,81986,
1980,185,81987,
1928,154,81988,
1928,107,81988,
2004,616,81989,
1968,574,81990,
1968,552,81990,
1984,242,81991,B
2012,625,81992,
2004,420,81993,B
1936,81,81994,
1932,479,81995,
1972,466,81996,
1992,541,81997,
1952,109,81998,S
1952,366,81998,G
1956,541,81999,G
1976,608,82000,
1976,489,82000,
1984,426,82001,
1984,359,82001,
1996,420,82002,
1968,496,82003,
1948,475,82004,
1948,630,82004,
2008,487,82005,
2012,487,82005,
2016,230,82005,
2000,287,82006,
2004,287,82006,
2008,287,82006,
2012,287,82006,
1932,23,82007,G
2012,155,82008,G
2016,155,82008,
1996,572,82009,
1948,102,82010,G
1972,501,82012,
1976,501,82012,
1980,628,82012,
1984,620,82014,
1988,32,82014,
1988,620,82014,
1992,32,82014,
1992,620,82014,
1996,32,82014,
1996,620,82014,
1972,245,82015,
2008,487,82016,
2012,487,82016,B
2016,479,82016,
1988,242,82017,
1996,145,82018,
1984,539,82019,
1988,193,82019,
1992,193,82019,
2016,287,82020,
2016,555,82020,
2016,223,82020,B
1996,490,82021,
2000,490,82021,
1920,326,82022,
1920,196,82022,
1920,48,82022,S
1920,131,82022,
1920,265,82022,
1920,598,82022,
1920,530,82022,
1988,257,82023,
2016,242,82025,
1992,242,82026,B
2012,256,82027,
2012,616,82029,
1988,183,82030,
1952,341,82031,G
1996,573,82032,
2000,534,82032,
2004,534,82032,
2008,573,82032,
1996,536,82033,
1996,261,82033,
2000,536,82033,
2004,536,82033,
1968,513,82034,
1968,466,82034,
1960,432,82035,G
1960,87,82035,G
1952,461,82036,
1952,210,82036,
1952,253,82036,
1952,146,82036,
1952,551,82036,
1952,431,82036,
1952,147,82036,
1996,195,82037,
2004,301,82038,
1968,541,82039,S
1972,541,82039,
1964,111,82041,
1956,234,82042,
1956,621,82042,G
1960,621,82042,S
2016,117,82043,
2016,373,82043,
2016,270,82043,
2008,461,82044,
2008,210,82044,
2008,146,82044,
2008,431,82044,
2008,147,82044,
1976,299,82045,
1928,158,82046,G
2004,318,82047,
2008,442,82047,
1992,539,82048,
1964,567,82049,S
1960,368,82050,
1960,430,82050,
1928,388,82051,
1988,513,82052,
2012,420,82053,
1960,173,82054,
1932,26,82056,
2000,602,82057,
1924,29,82060,
1928,29,82060,
1952,212,82061,
2000,582,82062,
2008,582,82062,
2012,180,82063,
2000,161,82064,
1992,76,82065,
2000,76,82065,
1972,110,82066,
1976,489,82067,
2004,512,82068,
1992,420,82069,
2016,258,82070,
1936,490,82071,
1992,490,82072,
1996,490,82072,
1996,168,82072,
2000,490,82072,
1936,558,82073,
1992,261,82074,
2004,536,82075,
1952,32,82076,
1952,620,82076,
1996,411,82077,S
1988,461,82078,
1988,210,82078,
1988,146,82078,
1988,551,82078,
1988,431,82078,
1988,147,82078,
1964,420,82079,
1984,7,82080,
1972,582,82082,
1976,582,82082,
2004,197,82084,
1968,420,82085,B
1992,586,82086,
1968,24,82087,
1968,619,82087,
1968,117,82087,
1968,373,82087,
1968,164,82087,
1968,337,82087,
1968,270,82087,
1968,446,82087,
1924,240,82090,
1924,415,82090,
1924,28,82090,
1996,420,82091,
1924,38,82092,B
1924,90,82092,G
1924,479,82093,
2004,175,82094,B
2008,175,82094,
1976,297,82095,
2004,77,82096,
1908,623,82097,
1996,420,82098,
2004,327,82099,
2004,412,82099,
1932,258,82102,G
1988,29,82103,
1988,88,82103,
1976,257,82104,
1948,230,82105,G
1952,230,82105,
1984,292,82106,
2008,549,82107,
1984,426,82108,
1984,359,82108,
1984,197,82108,
1984,223,82108,
1984,496,82109,
2000,28,82110,
1908,541,82112,S
2000,336,82113,
1996,563,82114,
1996,263,82114,
1964,572,82115,
2004,242,82116,
2008,242,82116,
2008,420,82117,
1988,461,82118,
1988,210,82118,
1988,146,82118,
1988,551,82118,
1988,431,82118,
1988,147,82118,
1900,381,82119,
2004,553,82120,
2008,553,82120,
2012,553,82120,S
1992,461,82121,
1992,210,82121,
1992,146,82121,
1992,551,82121,
1992,431,82121,
1992,147,82121,
1988,224,82123,
1992,180,82125,
2000,180,82125,
1996,411,82126,S
1976,487,82127,
1952,341,82130,
1988,240,82131,
1988,28,82131,B
1992,240,82131,
1992,28,82131,
2008,411,82132,
1984,461,82133,
1984,210,82133,
1984,146,82133,
1984,551,82133,
1984,431,82133,
1984,147,82133,
1988,461,82133,
1988,210,82133,
1988,146,82133,
1988,551,82133,
1988,431,82133,
1988,147,82133,
1968,167,82134,B
1932,234,82135,
1932,621,82135,
1936,234,82135,
1936,621,82135,
2008,257,82136,
2012,172,82136,
2016,172,82136,
2000,420,82137,
1996,420,82138,
1924,122,82139,
2016,167,82141,
2004,420,82142,
1920,344,82143,
1908,309,82144,
1908,397,82144,
1908,349,82144,
2008,420,82145,
1992,212,82147,S
1988,9,82148,
1988,301,82148,
1988,335,82148,
1984,24,82151,
1984,619,82151,B
1984,117,82151,
1984,373,82151,S
1984,164,82151,
1984,337,82151,G
1984,270,82151,
1984,446,82151,
2008,327,82152,
2008,412,82152,
1964,587,82153,
1968,246,82154,S
1972,246,82154,G
1984,616,82155,B
2004,122,82156,B
2004,136,82156,
2004,223,82156,B
2008,122,82156,
1960,129,82157,
1972,584,82157,
1948,539,82158,
1952,539,82158,
1976,105,82159,
2008,549,82160,
1964,246,82162,B
1984,183,82163,
1988,56,82163,
1992,56,82163,
1964,489,82164,
1984,426,82166,
1984,359,82166,
1984,223,82166,
1976,292,82167,
1976,211,82167,B
2004,359,82168,
1960,230,82169,B
1924,24,82170,
1924,619,82170,
1924,373,82170,B
1924,164,82170,
1924,337,82170,
1924,270,82170,
1924,446,82170,
1924,226,82170,
1924,595,82170,
1952,344,82173,
1984,122,82174,
1984,136,82174,
1984,197,82174,
2016,593,82175,
1984,298,82176,
1992,303,82177,
2000,28,82178,
1984,39,82179,
1984,90,82179,
1988,39,82179,
1988,90,82179,
1992,39,82179,
1992,90,82179,
1952,513,82180,
1952,626,82180,
1996,230,82181,
2000,230,82181,S
2004,541,82181,
2008,230,82181,
2004,541,82182,
2008,230,82182,
2012,474,82182,
1996,53,82183,
1920,432,82184,G
1920,87,82184,G
2008,545,82185,
2008,621,82185,
2008,322,82185,
2008,194,82185,
2008,335,82185,
2012,194,82185,
2000,496,82186,
2004,496,82186,
1964,587,82187,
1964,482,82187,
1972,482,82187,
1996,496,82188,G
2000,496,82188,
2004,496,82188,
1996,461,82189,
1996,210,82189,
1996,146,82189,
1996,551,82189,
1996,431,82189,
1996,147,82189,
2016,490,82190,
2000,461,82191,
2000,210,82191,
2000,146,82191,
2000,551,82191,
1984,161,82192,
2000,461,82193,
2000,210,82193,
2000,146,82193,
2000,551,82193,
2000,431,82193,
2000,147,82193,
2004,461,82193,
2004,210,82193,
2004,431,82193,
2004,147,82193,
1996,324,82194,
1996,168,82194,
1936,206,82198,
1972,420,82199,
1972,230,82200,
1976,230,82200,
1956,180,82201,
1928,541,82202,
1960,541,82203,
1964,541,82203,
2016,268,82204,
2004,348,82207,
2008,298,82207,
2012,298,82207,
1996,461,82208,
1996,146,82208,
1996,551,82208,
1996,431,82208,
1996,147,82208,
1964,582,82209,
2012,541,82210,
2004,404,82211,
1996,348,82213,
1968,388,82214,
2012,479,82216,
2016,487,82216,
2000,534,82217,
1976,297,82220,G
2012,162,82221,B
2012,122,82221,
2012,223,82221,
2016,578,82221,
2016,202,82221,
2016,162,82221,
2016,223,82221,
1964,297,82222,G
1968,550,82222,G
1972,297,82222,G
1952,291,82223,
1992,616,82224,S
1996,616,82224,
2000,616,82224,S
1996,80,82225,
1908,572,82226,
1924,541,82227,
1952,344,82229,
1936,558,82230,
1936,72,82230,
1920,324,82231,
1920,168,82231,
1924,572,82231,
1968,51,82232,
1968,515,82232,
1972,45,82233,
1976,45,82233,
1980,45,82233,
1984,258,82233,
1968,285,82234,
1968,339,82234,
1976,256,82236,
1984,425,82237,B
1984,550,82237,G
1988,425,82237,
1984,24,82238,
1984,619,82238,
1984,117,82238,
1984,373,82238,
1984,164,82238,
1984,337,82238,
1984,270,82238,
1984,446,82238,
1988,24,82238,
1988,117,82238,
1988,373,82238,
1988,164,82238,
1988,337,82238,
1988,270,82238,
1988,446,82238,
1964,502,82239,B
1972,339,82240,
1908,217,82241,S
1956,98,82242,
1980,404,82244,
1984,404,82244,
1984,324,82245,
1984,168,82245,
1988,324,82245,
1988,168,82245,S
1992,324,82245,
1992,168,82245,
1908,215,82246,
1928,341,82247,
1960,563,82248,
1960,263,82248,S
2000,411,82249,
1936,482,82250,G
1988,32,82251,
1928,32,82252,
1928,620,82252,
1928,410,82252,
1988,324,82253,
1992,324,82253,
1992,168,82253,
1988,145,82254,
1992,145,82254,S
1996,145,82254,
2000,145,82254,
1996,242,82255,G
2000,242,82255,G
1948,463,82256,
2016,464,82257,
1992,165,82261,
1920,619,82262,
1980,555,82263,
1972,592,82264,
1948,389,82265,
1948,42,82266,
1936,541,82267,G
1960,587,82268,S
2012,520,82269,
1988,430,82270,
1988,54,82270,
1992,430,82270,
1992,54,82270,
2016,181,82271,S
1948,334,82272,
1948,584,82273,G
1968,344,82274,
2016,420,82275,
1972,513,82276,
1972,466,82276,
1976,513,82276,
1976,466,82276,
2004,161,82277,
1972,517,82278,
1964,430,82279,
1964,54,82279,
1964,475,82279,
1968,430,82279,
1968,54,82279,
1968,475,82279,
1972,430,82279,
1972,348,82279,
1996,411,82280,B
1908,502,82281,
1908,255,82281,B
1928,72,82283,G
1972,94,82284,
1976,493,82284,
1976,31,82284,
1988,28,82285,
1976,584,82286,
1996,386,82288,
2016,553,82290,
2000,303,82292,B
2004,303,82292,B
2008,314,82293,
1924,230,82294,G
2008,537,82295,
2012,464,82295,
1976,145,82296,
2012,47,82298,
2016,47,82298,
1984,587,82299,
1908,212,82300,
2012,251,82301,
1956,240,82302,G
1956,604,82302,G
1956,28,82302,G
1956,420,82304,
1964,173,82305,
1964,615,82305,
2004,574,82307,
2004,552,82307,
2000,347,82308,B
2004,347,82308,S
2008,347,82308,B
1972,461,82310,
1972,210,82310,
1972,146,82310,
1972,551,82310,
1972,431,82310,
1972,147,82310,
1996,513,82311,
2012,256,82312,
1980,582,82315,
1984,582,82315,
1988,76,82318,B
1992,76,82318,B
1980,366,82320,S
2004,541,82322,
2008,230,82323,B
2012,474,82323,S
2016,474,82323,
1920,541,82324,B
1948,366,82325,
1952,341,82326,S
2016,251,82327,G
1988,234,82328,
1988,85,82328,
1984,202,82329,
1984,422,82329,
1984,508,82329,
1988,202,82329,
1988,422,82329,
1988,162,82329,
1988,314,82329,
1988,223,82329,
1992,578,82329,
1992,202,82329,
1992,422,82329,
1952,435,82330,
2000,76,82331,G
2004,76,82331,G
2012,76,82331,
1968,513,82332,S
1968,466,82332,
1960,479,82334,
1988,504,82335,
1988,122,82336,
1988,287,82336,
1988,223,82336,G
1900,151,82339,
1924,234,82340,
1924,621,82340,
2008,297,82341,
1948,558,82342,
1964,257,82344,
1908,327,82345,
2012,490,82346,
1956,622,82347,
1996,475,82348,
1996,297,82349,
2000,550,82349,
1936,513,82351,
1936,626,82351,
1936,366,82351,
1908,240,82352,
1908,604,82352,
1908,311,82352,
1988,172,82354,
1992,172,82354,
1992,333,82355,
1924,489,82356,G
1948,566,82358,
1948,501,82360,
2016,453,82361,
2016,467,82361,
2016,248,82361,
1908,309,82362,
1908,156,82362,B
1908,397,82362,
1908,304,82362,
1996,577,82363,
1996,517,82364,
1948,123,82365,
1984,574,82366,
1984,552,82366,
1988,574,82366,
1988,552,82366,
2000,368,82367,
1984,22,82368,
1920,203,82369,G
1956,344,82370,
2004,314,82372,
1928,23,82373,
1924,341,82374,
2012,155,82375,B
2016,625,82376,
1936,533,82377,
1936,566,82377,
1936,418,82377,
1968,422,82379,
1968,508,82379,B
1968,314,82379,
1972,162,82379,
1972,287,82379,
1972,223,82379,
1928,566,82382,
1952,291,82383,
1968,212,82384,
1972,494,82384,
1972,395,82384,
1968,148,82385,
2004,168,82386,
1960,158,82389,
1960,258,82390,
1988,513,82391,
1988,466,82391,
1972,395,82393,
1988,616,82395,
1992,616,82395,
1996,616,82395,B
2016,181,82396,
1984,242,82398,S
1972,513,82399,
1972,466,82399,
1936,479,82400,
1936,585,82401,
1936,432,82401,
1936,87,82401,
1948,585,82401,G
1936,366,82402,
1972,401,82403,
1988,482,82407,
1920,415,82410,
1924,415,82410,
1924,577,82410,
2000,230,82411,
2004,230,82411,
1984,324,82414,
2000,426,82415,S
2000,223,82415,G
1976,490,82416,G
1984,490,82416,G
1988,490,82416,B
1996,173,82417,
2008,496,82418,S
2012,496,82418,
2016,496,82418,
2008,158,82419,
1964,582,82420,S
1960,474,82421,
1976,212,82422,
1980,212,82422,
2000,344,82423,
2008,354,82424,
2012,545,82424,
2016,354,82424,
1976,82,82426,
2004,345,82428,
2008,345,82428,
2012,345,82428,B
2016,345,82428,
2012,92,82429,
1972,24,82430,
1972,619,82430,
1972,117,82430,
1972,373,82430,
1972,164,82430,
1972,337,82430,
1972,270,82430,
1972,446,82430,
1952,212,82431,
2000,58,82432,G
2004,58,82432,S
1988,323,82433,B
1992,323,82433,
2004,229,82434,
1996,367,82435,
1968,616,82436,
1972,616,82436,
2004,175,82437,
2008,175,82437,
2012,175,82437,
1968,189,82439,
1972,189,82439,
2004,155,82440,
1960,99,82441,
1960,366,82442,B
1964,396,82442,
1964,366,82442,
1968,366,82442,
2008,9,82443,
2008,335,82443,
2016,20,82444,
1996,625,82446,
2004,625,82446,
2004,347,82447,S
2008,347,82447,B
1988,10,82448,
1928,177,82449,
1928,293,82449,
1936,39,82449,
1936,90,82449,
1948,293,82449,
1948,39,82449,
1948,90,82449,
1976,51,82451,
1976,515,82451,
2004,395,82452,
2004,394,82453,
2004,522,82453,
2008,394,82453,
2008,522,82453,
2004,575,82454,
2012,593,82455,
2016,593,82455,
1932,337,82456,
1932,446,82456,
1952,432,82457,
1952,87,82457,
2008,516,82458,
2016,516,82458,
1968,420,82459,
2008,324,82460,
2008,501,82461,
2004,203,82462,
1972,368,82463,
1972,430,82463,
1984,420,82464,
2016,516,82465,B
2004,233,82466,B
1960,582,82467,B
1964,582,82467,B
1968,582,82467,
1972,582,82467,
1912,513,82468,
1912,626,82468,S
2012,577,82469,
1992,254,82470,
1984,238,82471,
1908,623,82472,
1908,215,82472,
1984,422,82473,
1984,287,82473,
1984,555,82473,
1984,223,82473,
1988,287,82473,
1988,555,82473,B
1988,223,82473,
2016,97,82474,G
1992,578,82475,
1900,309,82476,
1900,381,82480,
2012,177,82481,
2016,218,82482,
1992,344,82483,
2004,519,82484,S
2008,112,82485,
1964,420,82486,
1936,389,82487,
1912,19,82488,
1912,544,82488,
2000,155,82489,
2004,155,82489,
2008,212,82490,
1980,395,82491,
1996,168,82492,
1992,618,82493,
1992,61,82493,
1996,61,82493,
2000,61,82493,
1984,392,82494,
1984,161,82494,B
1988,161,82494,G
2004,490,82495,
2004,543,82496,
1996,572,82497,
2012,420,82498,
1976,112,82499,
1920,395,82500,
1920,212,82500,
1996,368,82502,
2000,368,82502,
